Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
O2.UC9-2_GL0049705	3	2	2	0.0	28566200	0	0	0	3924400	3631200	6489200	4859200	3250300	6411900				5997
O2.UC9-2_GL0104382;BGI-33A_GL0067034;MH0370_GL0086280;MH0370_GL0029404;MH0189_GL0085328	12	12	1	0.0	2147483647	618100000	593610000	577930000	155090000	153680000	152510000	155890000	178220000	134230000				5998
O2.UC9-2_GL0154138;O2.UC11-1_GL0091037;V1.FI28_GL0150387;V1.UC58-4_GL0193912;V1.UC14-1_GL0037413;O2.UC47-2_GL0094740;O2.UC20-1_GL0171175;V1.CD24-0_GL0068228;MH0066_GL0012653;MH0195_GL0059730	12	11	5	0.0	776637000	184050000	202100000	161680000	37034000	33680000	43962000	44547000	42704000	26880000				5999
SZEY-06A_GL0052030;MH0100_GL0087111	17	1	0	0.0	46412300	5188200	11889000	5967300	4980400	5375100	4716800	0	4538300	3757200				6000
SZEY-06A_GL0062937;763901136-stool1_revised_scaffold16656_1_gene48558	29	1	0	0.0	49622100	6054400	7573500	5786200	5160300	5488400	4954200	4995800	4925900	4683400				6001
SZEY-07A_GL0013792;DLF002_GL0004744	4	4	1	0.0	137113500	3838700	2802100	2582700	21727000	19513000	25184000	20706000	21816000	18944000				6002
SZEY-07A_GL0065433;V1.FI02_GL0162902	44	1	0	0.0	25628000	1555200	1607400	2122800	3138600	3820500	2960900	3133800	3158700	4130100				6003
SZEY-07A_GL0075215	1	1	1	0.0	282533000	15040000	18179000	13914000	41326000	32912000	40862000	40604000	39383000	40313000				6004
V1.UC15-3_GL0149265;SZEY-07A_GL0111562;MH0244_GL0004119;ED20A_GL0086685;NLM021_GL0082187;MH0234_GL0168926;T2D-47A_GL0076224;N087A_GL0038144;SZEY-07A_GL0111563;MH0157_GL0099725;SZEY-38A_GL0018370;T2D-76A_GL0033857;SZEY-68A_GL0080613;V1.FI35_GL0053102;MH0168_GL0066593;DLF014_GL0026328;N085A_GL0033933;V1.UC36-0_GL0084599;763961826-stool1_revised_scaffold2831_1_gene26765;O2.UC58-2_GL0075571;T2D-76A_GL0033859;O2.UC50-0_GL0029104;ED16A_GL0099369;MH0438_GL0044085;MH0457_GL0027422;SZEY-93A_GL0020188;MH0457_GL0232486;MH0126_GL0080284;MH0421_GL0056372;MH0421_GL0049442;MH0126_GL0065545;MH0421_GL0117659;MH0126_GL0065546;159490532-stool2_revised_scaffold16821_1_gene98824;MH0457_GL0027423;MH0438_GL0044082;NOF012_GL0065091;N062A_GL0051275;T2D-176A_GL0057661;T2D-107A_GL0156146;T2D-155A_GL0016027;T2D-155A_GL0001987;SZEY-37A_GL0019601;MH0245_GL0070848;MH0092_GL0030846;MH0138_GL0006439;MH0409_GL0180768;737052003-stool1_revised_scaffold16517_1_gene54881;O2.UC13-1_GL0193172;MH0390_GL0141733;BGI-33A_GL0020094;O2.UC13-1_GL0245385;N009A_GL0073068;N017A_GL0093161;SZEY-37A_GL0038628;N103A_GL0056235;MH0434_GL0192524;MH0434_GL0192525	6	6	1	0.0	1346771000	259010000	239630000	285720000	104840000	92188000	92640000	90577000	96686000	85480000				6005
SZEY-09A_GL0013528;T2D-140A_GL0013074;MH0260_GL0104625;MH0316_GL0201306;N062A_GL0005097;N064A_GL0043682;V1.UC38-4_GL0170478;MH0227_GL0010573;MH0425_GL0011204;MH0198_GL0125518;MH0205_GL0119981;MH0185_GL0099342;MH0400_GL0011358;ED14A_GL0062492;V1.FI27_GL0167783;MH0405_GL0093502;MH0359_GL0069318;MH0314_GL0074381	6	1	1	0.0	36778000	3208200	5278000	3229900	4160000	4240600	3940500	3148500	5395600	4176700				6006
SZEY-09A_GL0052600;MH0003_GL0024679;MH0432_GL0001326;V1.CD54-0_GL0013236;V1.FI17_GL0155107	6	6	5	0.0	137081900	5615800	6032400	8669700	21073000	21215000	23747000	18785000	19786000	12158000				6007
SZEY-09A_GL0071409;T2D-149A_GL0098215	3	3	2	0.0	142379100	8177900	12692000	5425200	22101000	20711000	17005000	16603000	22100000	17564000				6008
SZEY-103A_GL0004639	5	5	2	0.0	197895900	6693300	8574900	4821700	17771000	38045000	28522000	35439000	29750000	28279000				6009
SZEY-103A_GL0032882	21	3	3	0.0	105318600	19226000	20510000	21012000	7885500	6109100	6864800	7199700	8342400	8169100				6010
SZEY-103A_GL0050899;MH0354_GL0122649;DOM003_GL0035512;O2.CD2-0_GL0010326;MH0368_GL0131609;MH0450_GL0203466;MH0274_GL0091609;NOM023_GL0009585;MH0335_GL0011675;MH0267_GL0150545;V1.CD6-0-PN_GL0154792;160765029-stool1_revised_scaffold21356_1_gene153620;O2.UC43-1_GL0099964;MH0192_GL0034736;T2D-135A_GL0056589;MH0361_GL0092035;T2D-163A_GL0049491;V1.FI12_GL0071343;T2D-108A_GL0179358;MH0314_GL0005045;764062976-stool2_revised_scaffold38198_1_gene102106;MH0328_GL0078147;MH0055_GL0011792;MH0319_GL0154899;MH0274_GL0046819;MH0205_GL0111650;SZEY-81A_GL0079083;T2D-134A_GL0018725;MH0054_GL0002000;MH0011_GL0056588;O2.UC8-0_GL0008371;O2.UC24-1_GL0066815;O2.UC1-1_GL0093636;N085A_GL0020918;MH0435_GL0119921;MH0407_GL0159079;MH0355_GL0245112;MH0314_GL0076540;MH0260_GL0128053;MH0198_GL0142372;MH0181_GL0127020;MH0130_GL0020502;MH0050_GL0077407;MH0046_GL0028811;MH0003_GL0067767;V1.FI09_GL0129473;NOF013_GL0063947;T2D-26A_GL0174501;MH0101_GL0013897;MH0101_GL0081887;MH0054_GL0018541;T2D-62A_GL0041053	14	14	12	0.0	175512870	107630000	4315700	59087000	1197300	494190	503490	499970	1021200	764020				6011
SZEY-103A_GL0074872	23	23	0	0.0	1315210000	115940000	181720000	125980000	147050000	167290000	143400000	149640000	141660000	142530000				6012
SZEY-103A_GL0079044	1	1	1	0.0	19220800	0	0	0	3117700	3036200	3356500	2918300	2590200	4201900				6013
SZEY-103A_GL0086715	2	1	1	0.0	0	0	0	0	0	0	0	0	0	0				6014
SZEY-104A_GL0012459;T2D-102A_GL0108349;O2.UC8-2_GL0174069;160400887-stool1_revised_scaffold28529_1_gene226190;O2.UC1-2_GL0150689;MH0204_GL0143074;V1.CD42-0_GL0048982;NLM026_GL0055738;O2.UC44-1_GL0111003	6	6	6	0.0	90181700	1871700	2251300	2915700	12505000	15023000	10819000	15864000	13866000	15066000				6015
SZEY-10A_GL0015665	13	1	1	0.0	32500800	7483700	9988500	6633800	0	2526500	2190200	1784300	1893800	0				6016
V1.FI17_GL0205502;SZEY-10A_GL0049145;V1.UC11-5_GL0043841;V1.FI33_GL0034624;O2.CD3-0-PT_GL0146936;MH0014_GL0021970;MH0389_GL0182070;MH0233_GL0073451;T2D-47A_GL0063210;MH0181_GL0026587;159247771-stool1_revised_scaffold4558_3_gene19005;T2D-31A_GL0108622;765074482-stool1_revised_C1276918_1_gene141351;MH0035_GL0003419;MH0088_GL0076378;MH0193_GL0018370;MH0038_GL0039357	6	1	0	0.0	8042490	3031900	2651300	1782400	0	0	576890	0	0	0				6017
SZEY-10A_GL0079288	2	1	1	0.0	14254000	0	0	0	0	0	0	0	14254000	0				6018
SZEY-10A_GL0095386	10	1	0	0.0	64123200	8585000	7917800	8356300	6005300	6857800	6435200	6941800	5573900	7450100				6019
V1.FI17_GL0101647;SZEY-10A_GL0101240;MH0006_GL0165453	5	1	0	0.0	21894090	0	0	0	2706400	2656000	6461300	6973600	2427400	669390				6020
SZEY-10A_GL0102221	9	1	1	0.0	264902000	0	26661000	24552000	61579000	54449000	0	0	36081000	61580000				6021
SZEY-10A_GL0102222;T2D-11A_GL0021516	6	4	1	0.0	116809600	10190000	32604000	13242000	9195600	12131000	10485000	11835000	9592500	7534500				6022
SZEY-20A_GL0019283	8	2	1	0.0	78655300	18614000	20414000	30699000	8928300	0	0	0	0	0				6023
SZEY-60A_GL0060630;SZEY-20A_GL0019334;V1.FI09_GL0043291;V1.CD34-0_GL0154927;NOM017_GL0007460;O2.UC43-0_GL0063376;MH0357_GL0140088;MH0001_GL0007126	3	3	3	0.0	30835600	15076000	5531700	5954400	0	2071500	0	0	0	2202000				6024
SZEY-20A_GL0055514	2	1	1	0.0	8528110	1464100	2469200	2710800	809010	1075000	0	0	0	0				6025
SZEY-99A_GL0010962;SZEY-24A_GL0024484;N104A_GL0070002;V1.UC46-0_GL0061768;DLM021_GL0068083;V1.UC57-0_GL0073489;MH0431_GL0139684;MH0276_GL0075058;MH0012_GL0060777;NLM031_GL0097198;MH0244_GL0148270;MH0088_GL0096453;DLM023_GL0071665;MH0197_GL0098221;N074A_GL0031534	5	5	5	0.0	146901400	4453000	4742600	2364800	18769000	24226000	25890000	23926000	24202000	18328000				6026
SZEY-26A_GL0002470	3	1	1	0.0	22798500	0	0	0	3474900	4465200	2832700	2266100	5435100	4324500				6027
V1.FI25_GL0095081;SZEY-26A_GL0050187;V1.FI26_GL0178279;V1.CD52-0_GL0219428;MH0432_GL0111036;N088A_GL0021954;V1.UC54-4_GL0135027;V1.CD2-0-PN_GL0058855;763536994-stool2_revised_scaffold41845_1_gene9518;MH0131_GL0047965;763759525-stool2_revised_scaffold4260_1_gene39623;MH0448_GL0231196;V1.CD55-0_GL0061646;V1.CD31-0_GL0076245;O2.UC18-1_GL0056997	4	4	4	0.0	28472570	10770000	9981500	3876500	654020	0	361550	1278200	742760	808040				6028
SZEY-27A_GL0000405;T2D-2A_GL0016235	16	3	0	0.0	39513000	13183000	12887000	13443000	0	0	0	0	0	0				6029
SZEY-27A_GL0024081;V1.FI30_GL0025356;O2.UC27-1_GL0031036;MH0345_GL0095558;MH0271_GL0150896;BGI003A_GL0086583;NLM021_GL0010984;MH0098_GL0032004;MH0090_GL0013385;MH0245_GL0148032	3	2	0	0.0	114611700	9966200	10217000	11758000	4671000	5785600	5591600	55538000	7436100	3648200				6030
SZEY-27A_GL0025314;V1.UC17-2_GL0002161;MH0329_GL0061134;MH0147_GL0029411;V1.UC62-0_GL0025165	5	3	1	0.0	24670200	2970500	8219900	4196400	1835900	1925900	0	1687000	1896600	1938000				6031
SZEY-27A_GL0054702;MH0026_GL0063313;DOM020_GL0002265;MH0433_GL0209311;NLF005_GL0022739;DOM026_GL0025887;MH0148_GL0095137;T2D-11A_GL0035023;MH0406_GL0014754;737052003-stool1_revised_scaffold23190_1_gene21520;HT14A_GL0123823;DLM019_GL0010423;763840445-stool2_revised_scaffold53755_1_gene181778;MH0309_GL0123485;V1.UC52-0_GL0076240;MH0182_GL0028796;MH0316_GL0038053;MH0105_GL0034319;MH0224_GL0169358;V1.CD7-0_GL0078292;MH0370_GL0114433;765620695-stool1_revised_scaffold38725_1_gene11885;V1.CD15-3_GL0030372;V1.UC40-0_GL0126472;MH0127_GL0099083;MH0101_GL0022515;MH0437_GL0244233;159227541-stool3_revised_C694226_1_gene15940;MH0260_GL0093272;MH0454_GL0033967;V1.CD46-0_GL0142527;MH0336_GL0133402;MH0428_GL0044907;MH0197_GL0081617;158742018-stool1_revised_scaffold20545_2_gene100536;V1.UC26-4_GL0187765;MH0250_GL0068248;HT14A_GL0091742;MH0441_GL0089207;N042A_GL0017613;MH0430_GL0022463;MH0370_GL0085182;MH0087_GL0001314;764062976-stool1_revised_scaffold36527_3_gene98573;O2.UC48-1_GL0027605;545696.HOLDEFILI_03669;MH0373_GL0064884;V1.UC50-1_GL0153207;O2.UC48-1_GL0171921;V1.UC58-4_GL0182179;V1.CD54-0_GL0005544;658659.HMPREF0983_01551;MH0373_GL0021137;V1.FI05_GL0150895;O2.UC52-0_GL0059786;MH0206_GL0071591;V1.UC37-0_GL0032936;O2.UC7-1_GL0098983;MH0096_GL0068063;MH0454_GL0118795;MH0188_GL0125455;MH0150_GL0107504;MH0154_GL0097607	15	15	12	0.0	251355400	63919000	112390000	67046000	983530	699060	1470000	2315000	1902200	630610				6032
SZEY-30A_GL0022736;T2D-140A_GL0073842;N083A_GL0033267	8	1	0	0.0	20655270	0	444370	2477400	2807100	3274700	3036200	2965300	2117800	3532400				6033
SZEY-35A_GL0071160	2	2	2	0.0	23093600	0	2895200	0	6060200	5113500	0	0	5532200	3492500				6034
SZEY-35A_GL0124608;MH0203_GL0105210;O2.UC32-1_GL0136691;O2.UC8-1_GL0142153;V1.UC13-3_GL0018854;V1.UC22-1_GL0072817;V1.FI25_GL0154461	12	1	0	0.0	8536960	0	1255400	0	922860	4733900	0	1624800	0	0				6035
SZEY-37A_GL0019302;MH0188_GL0202131;NOM020_GL0046604;T2D-140A_GL0065497;NLM031_GL0047512;MH0199_GL0144180;O2.UC32-0_GL0085839;MH0060_GL0006364;MH0227_GL0011710;O2.UC30-2_GL0029214;MH0383_GL0030439;MH0204_GL0173250;MH0094_GL0105570;MH0003_GL0006441;MH0271_GL0162112;NOM005_GL0030922;MH0195_GL0167508;NOF008_GL0046262;MH0088_GL0098794;MH0247_GL0088213;V1.UC6-0_GL0043075;V1.UC17-2_GL0138366;MH0150_GL0125909;T2D-97A_GL0129012	10	10	5	0.0	353622200	5120400	4896000	4896800	49866000	83764000	48473000	66178000	44722000	45706000				6036
SZEY-37A_GL0106043;553171.HMPREF0648_1287;MH0052_GL0032179;MH0163_GL0029833;MH0243_GL0072723;MH0055_GL0048317;MH0047_GL0019089;MH0192_GL0173849;MH0337_GL0095813;O2.UC24-2_GL0035523;MH0057_GL0023588;MH0187_GL0131779;MH0181_GL0092221;MH0185_GL0139381;MH0185_GL0120727	8	4	4	0.0	43558240	10319000	15311000	11163000	1355600	1205200	1091900	1085300	1081400	945840				6037
SZEY-38A_GL0037167;763496533-stool1_revised_C1220450_1_gene105900;MH0104_GL0048572;MH0193_GL0174194;O2.UC24-2_GL0081556;N009A_GL0080420;MH0197_GL0076994;764447348-stool2_revised_C795360_1_gene13772;O2.UC41-0_GL0030548;MH0428_GL0061904;MH0204_GL0008953	9	9	8	0.0	193620900	29984000	69496000	55821000	9168800	5571000	5667700	4434600	11520000	1957800				6038
SZEY-41A_GL0003952;NLM002_GL0032560	7	1	1	0.0	19630100	1809500	1361900	1660500	3832200	2301000	2382400	2091000	2134800	2056800				6039
SZEY-41A_GL0069146	3	3	3	0.0	84199200	3497900	23327000	2245900	7573000	8411400	8891600	10602000	14235000	5415400				6040
SZEY-44A_GL0001056;NLF013_GL0071597;V1.CD46-0_GL0093640;MH0139_GL0114304;MH0137_GL0074552;MH0288_GL0085654;MH0002_GL0074413;V1.UC51-4_GL0141369;764184357-stool1_revised_scaffold36757_1_gene117714;MH0328_GL0022050;V1.CD34-0_GL0081954;O2.UC2-1_GL0036682;V1.UC11-5_GL0094557;V1.CD3-0-PT_GL0010680;MH0157_GL0019000;V1.CD12-3_GL0111411;MH0382_GL0005348;V1.UC11-5_GL0066854;V1.UC11-5_GL0172898;MH0115_GL0075408;O2.UC30-1_GL0015476;V1.FI36_GL0197799;O2.UC36-2_GL0000857;O2.UC12-1_GL0086903;O2.UC12-2_GL0092560;NLF013_GL0018208;V1.CD31-0_GL0115247;V1.CD2-0-PT_GL0072187;V1.CD21-0_GL0026533;V1.UC11-5_GL0026626;T2D-11A_GL0018175;V1.UC50-1_GL0161410;V1.UC16-0_GL0054458;V1.CD3-0-PN_GL0086943;V1.CD3-0-PN_GL0036525;T2D-62A_GL0060429;T2D-62A_GL0045352;O2.UC35-0_GL0157156;O2.UC32-1_GL0038129;O2.UC2-2_GL0151019;O2.CD2-0-PT_GL0023476;MH0424_GL0030997;MH0370_GL0122339;MH0368_GL0161815;MH0358_GL0075296;MH0358_GL0025232;MH0246_GL0083814;MH0233_GL0041555;MH0230_GL0054776;MH0188_GL0006191;MH0187_GL0151386;MH0143_GL0045412;MH0086_GL0091055;MH0009_GL0039372;MH0006_GL0141051;MH0002_GL0056599;764062976-stool2_revised_C1061227_1_gene189807;763678604-stool1_revised_scaffold24812_1_gene66803;556261.HMPREF0240_01456;V1.CD48-0_GL0110323;NLF007_GL0076578;MH0335_GL0084577;MH0197_GL0086895;O2.UC41-1_GL0066481;MH0370_GL0125710;MH0198_GL0099533;V1.CD15-3_GL0070828;MH0143_GL0090846;MH0088_GL0101431;V1.UC25-0_GL0077149;O2.UC23-2_GL0084516;MH0308_GL0203596;MH0379_GL0114920;MH0221_GL0038188;MH0143_GL0085887;411459.RUMOBE_03372;O2.CD3-0-PT_GL0078931;MH0419_GL0167647;V1.CD7-4_GL0046070;O2.UC26-0_GL0037174;MH0418_GL0084871;MH0188_GL0124846;O2.UC2-0_GL0009807;V1.CD21-0_GL0017946;MH0122_GL0023364;V1.UC47-4_GL0047290;T2D-61A_GL0003565;MH0247_GL0160440	10	10	9	0.0	259513670	819070	0	5003600	56599000	34093000	45821000	38549000	51479000	27150000				6041
SZEY-44A_GL0015657;NLF006_GL0012500	8	8	3	0.0	417535000	37261000	54125000	40682000	51453000	50826000	46417000	40646000	47784000	48341000				6042
SZEY-44A_GL0025105;MH0203_GL0183375;V1.UC55-0_GL0242066;O2.UC20-1_GL0193034;MH0310_GL0117562;MH0330_GL0199912;158499257-stool2_revised_C1256838_1_gene78118;158802708-stool2_revised_C990952_1_gene142147;V1.CD34-0_GL0057361	8	5	0	0.0	724910000	0	1459000	0	119070000	123660000	127760000	129870000	88341000	134750000				6043
SZEY-44A_GL0025490;V1.FI25_GL0002157;MH0193_GL0135136	24	24	24	0.0	396553400	1203100	1447600	1555700	88336000	64826000	66326000	21003000	60483000	91373000				6044
SZEY-48A_GL0016514;NOF013_GL0010795;MH0298_GL0131494;T2D-135A_GL0024725;NLF001_GL0045185;MH0402_GL0107339;MH0381_GL0171056;MH0222_GL0123769;MH0039_GL0013642;MH0004_GL0013130;765094712-stool1_revised_scaffold4798_1_gene12691;MH0109_GL0011633;158479027-stool1_revised_scaffold6549_1_gene93432;MH0011_GL0035987;O2.UC49-0_GL0032835;158944319-stool2_revised_scaffold2265_1_gene82836	8	8	1	0.0	617909000	96041000	98937000	108530000	45041000	50221000	45117000	56040000	60456000	57526000				6045
SZEY-55A_GL0016793	4	1	1	0.0	121334600	25225000	21679000	27654000	6464700	9169900	7782600	6827300	7211200	9320900				6046
SZEY-55A_GL0022360	7	7	4	0.0	279764000	0	0	0	48727000	37176000	42806000	50864000	40740000	59451000				6047
SZEY-58A_GL0055951;O2.UC55-2_GL0103334;V1.UC6-0_GL0025889;MH0319_GL0132774;T2D-140A_GL0011929;O2.UC32-1_GL0109131;MH0290_GL0021903	14	14	4	0.0	1042199000	31740000	38889000	28160000	162520000	166680000	147280000	152030000	165480000	149420000				6048
SZEY-60A_GL0008780	7	2	0	0.0	24109200	7204100	6295600	7361100	3248400	0	0	0	0	0				6049
SZEY-60A_GL0010223;MH0289_GL0158472;MH0384_GL0014696;V1.FI29_GL0076869	13	13	1	0.0	342592000	45588000	54696000	43579000	49492000	33397000	34231000	28319000	25501000	27789000				6050
SZEY-60A_GL0028746;N002A_GL0004743;MH0404_GL0173488;MH0053_GL0062463;MH0005_GL0021366;MH0006_GL0026150;MH0163_GL0018661;MH0447_GL0123366;MH0118_GL0125616	16	16	3	0.0	309965770	128870000	80765000	97547000	431300	399290	350660	898670	420230	283620				6051
SZEY-60A_GL0052522	3	3	3	0.0	182938600	63654000	37950000	68151000	5058500	2961000	0	2485900	2678200	0				6052
SZEY-60A_GL0061695;MH0031_GL0010780;MH0404_GL0027841	16	1	0	0.0	41057100	10536000	6619600	12398000	3165000	4025700	1895000	0	2417800	0				6053
SZEY-62A_GL0051956	11	1	1	0.0	29895960	5563000	5612000	12833000	840190	993630	771170	907270	1233600	1142100				6054
SZEY-62A_GL0070012;T2D-178A_GL0005836;MH0238_GL0163842;MH0402_GL0087171;MH0348_GL0117097;V1.UC4-5_GL0044013;764062976-stool1_revised_scaffold37601_1_gene56519;MH0274_GL0130383;MH0370_GL0103920;MH0433_GL0240842;O2.UC48-1_GL0077388;V1.UC11-5_GL0109092;MH0382_GL0077951;V1.FI02_GL0031436;MH0272_GL0074080;T2D-47A_GL0043809;V1.UC38-0_GL0094983;V1.FI32_GL0153784;MH0318_GL0052720;V1.UC26-4_GL0102519;MH0375_GL0032735;MH0188_GL0200155;V1.FI14_GL0255136;MH0189_GL0167517;V1.UC17-2_GL0140696;O2.UC48-0_GL0184176;O2.UC36-0_GL0014741;MH0347_GL0131270;MH0252_GL0234403;MH0239_GL0053341;MH0203_GL0171971;MH0131_GL0118501;MH0003_GL0079549;764062976-stool2_revised_scaffold14539_1_gene42651;MH0433_GL0072352;MH0367_GL0119658;MH0348_GL0095224;MH0433_GL0193257;O2.UC32-1_GL0092817;MH0239_GL0038436;V1.UC13-0_GL0057328;MH0143_GL0105317;MH0012_GL0222232;411467.BACCAP_02076;MH0348_GL0127270;MH0262_GL0084948;V1.UC55-0_GL0120641;T2D-135A_GL0080522;MH0328_GL0037403;V1.FI20_GL0119861	6	6	4	0.0	150315100	29651000	44106000	29032000	10159000	6681800	10637000	6407700	7735800	5904800				6055
SZEY-64A_GL0041008;MH0453_GL0129933;MH0173_GL0083464;MH0303_GL0088298	5	1	1	0.0	26238400	1877300	8080300	2156300	2989900	3171900	1576200	1542100	2951300	1893100				6056
SZEY-66A_GL0066418;MH0274_GL0054155;158479027-stool1_revised_scaffold29620_1_gene23883	27	11	2	0.0	574596000	60847000	82828000	61196000	53736000	64942000	54336000	64022000	72750000	59939000				6057
SZEY-68A_GL0029895;T2D-163A_GL0066053;MH0319_GL0071066	3	3	3	0.0	49682000	3673100	2599000	5649000	5563500	7196000	6632200	6544400	5436800	6388000				6058
SZEY-68A_GL0070106;V1.CD18-3_GL0001176;T2D-157A_GL0017962;MH0433_GL0036005;NOM014_GL0006410;V1.FI05_GL0032810;T2D-114A_GL0037902;MH0370_GL0018099;MH0128_GL0002448;MH0088_GL0025299;MH0239_GL0009084;V1.CD20-0_GL0057719;MH0119_GL0128130;V1.FI36_GL0079509;V1.FI19_GL0046809;V1.CD29-0_GL0090326;MH0247_GL0043874;MH0114_GL0035357;MH0402_GL0179462;MH0339_GL0074995;MH0338_GL0117499;MH0145_GL0153145;MH0053_GL0068834;O2.UC17-2_GL0049861;O2.UC15-1_GL0092967;MH0447_GL0031717;764224817-stool1_revised_scaffold47934_2_gene97496;O2.UC7-1_GL0032002;O2.UC7-0_GL0030683;O2.UC18-1_GL0012791	4	4	4	0.0	86704580	953980	0	1337800	23728000	10029000	7703500	7873300	11879000	23200000				6059
SZEY-69A_GL0054142;MH0013_GL0011925;MH0356_GL0118528;763435843-stool1_revised_scaffold13726_1_gene42064;V1.UC31-4_GL0146137;SZEY-22A_GL0032921	4	3	2	0.0	41314200	2063000	2456200	2414200	6345200	5234700	4156400	5510500	6739100	6394900				6060
SZEY-81A_GL0057228	3	1	1	0.0	32838900	0	0	0	6169100	6941300	4098400	4979700	5786800	4863600				6061
SZEY-81A_GL0070977;V1.UC15-3_GL0138608;MH0012_GL0123858;585501.HMPREF6123_0559;MH0314_GL0023345;MH0419_GL0197397;MH0402_GL0219137	12	2	0	0.0	269089000	31044000	46051000	31977000	28129000	24036000	26944000	26217000	26404000	28287000				6062
SZEY-81A_GL0088662	4	1	1	0.0	8715500	5099800	1332600	2283100	0	0	0	0	0	0				6063
SZEY-81A_GL0095753	2	2	2	0.0	24072120	10366000	2815900	7373000	832890	987720	749940	0	946670	0				6064
SZEY-90A_GL0006074	1	1	1	0.0	35264900	1356700	1589000	1835600	5753000	4822400	5173900	4397100	5895100	4442100				6065
SZEY-90A_GL0036257	11	1	1	0.0	3038500	3038500	0	0	0	0	0	0	0	0				6066
SZEY-93A_GL0024604;MH0238_GL0045511;T2D-106A_GL0131404;O2.UC24-2_GL0124824;MH0370_GL0107808;MH0293_GL0192770;MH0189_GL0103341;MH0370_GL0030193;T2D-68A_GL0004008;MH0131_GL0005865;V1.UC26-4_GL0019174;V1.UC17-2_GL0002718;O2.UC48-0_GL0052567;521095.Apar_1154;MH0318_GL0229318;V1.FI37_GL0042425;O2.UC48-0_GL0107764;MH0345_GL0145853	3	2	2	0.0	14952000	4792800	4523000	5636200	0	0	0	0	0	0				6067
SZEY-93A_GL0042951	5	5	0	0.0	66604200	2179500	2150500	0	7534500	11245000	8630400	9446500	7872800	17545000				6068
SZEY-97A_GL0020345;764588959-stool1_revised_C818577_1_gene40392	5	5	5	0.0	330528900	5370900	0	0	56514000	47856000	45324000	36017000	33537000	105910000				6069
SZEY-97A_GL0046376	46	5	0	0.0	184349000	29179000	25519000	25866000	16233000	18409000	19418000	13633000	18756000	17336000				6070
SZEY-97A_GL0053701	12	4	0	0.0	92098400	8311600	5464200	6009100	12464000	12667000	9979500	10750000	15338000	11115000				6071
SZEY-99A_GL0018454;N064A_GL0112588;MH0234_GL0140480;MH0102_GL0122755;V1.UC58-4_GL0153741;NOF006_GL0047668;585501.HMPREF6123_0713	17	17	4	0.0	2147483647	23670000	29732000	26287000	426910000	455260000	409690000	375170000	440360000	391990000				6072
SZEY-99A_GL0056417	5	5	1	0.0	69700600	0	6697800	1764400	9228900	9163500	9324300	7234700	13257000	13030000				6073
T2D-102A_GL0056443;SZEY-10A_GL0028575	37	1	1	0.0	79516400	19779000	18792000	17674000	6299700	6609300	0	5255100	5107300	0				6074
T2D-102A_GL0112680;MH0191_GL0070355	16	1	0	0.0	95451000	2823700	4208600	2732700	18352000	14808000	11572000	13773000	13972000	13209000				6075
T2D-102A_GL0116543	3	1	1	0.0	13912930	3467400	4065000	5549400	0	0	0	0	831130	0				6076
T2D-102A_GL0117604;MH0396_GL0086256;MH0060_GL0030510;N011A_GL0058297;MH0012_GL0121342;DLM011_GL0013174;NOF005_GL0069803;159611913-stool1_revised_scaffold4627_1_gene69704;MH0224_GL0016591;T2D-189A_GL0013419;763577454-stool1_revised_C981527_1_gene82719;MH0089_GL0038726;V1.CD41-0_GL0054165;O2.UC46-2_GL0096495	7	6	4	0.0	196497500	6675100	7161000	5729400	17296000	42255000	33660000	31496000	26388000	25837000				6077
T2D-102A_GL0134190;V1.FI07_GL0019085;N075A_GL0036239;V1.UC63-0_GL0041767	7	7	1	0.0	265414900	7935300	13838000	8151600	40411000	40908000	36785000	37115000	40167000	40104000				6078
T2D-102A_GL0144164;V1.UC21-0_GL0021000	4	4	4	0.0	119696100	3823200	0	2587900	20706000	18950000	20924000	17381000	18025000	17299000				6079
T2D-105A_GL0036280;V1.UC41-0_GL0023406;MH0070_GL0040539;MH0003_GL0029945;MH0006_GL0061770;158499257-stool2_revised_scaffold50493_1_gene42355	10	4	0	0.0	62146200	5687600	4489100	9020700	7170700	11504000	6339700	4539100	6762700	6632600				6080
T2D-105A_GL0050631;NLM022_GL0034906;MH0265_GL0024654;MH0057_GL0020618;MH0006_GL0168565;MH0281_GL0159261;MH0290_GL0102213;MH0407_GL0071474;MH0328_GL0151577;SZEY-101A_GL0038105	30	1	0	0.0	16262200	3388000	2480400	4601500	0	0	1814400	1520300	0	2457600				6081
T2D-105A_GL0100074	12	5	0	0.0	152031600	29299000	24235000	33321000	14193000	17038000	3630400	9266200	21049000	0				6082
