Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
158337416-stool2_revised_scaffold13846_1_gene18690;V1.UC60-0_GL0139197;MH0124_GL0032904;T2D-108A_GL0178882;V1.CD30-0_GL0088292;MH0401_GL0091325;MH0141_GL0084616	20	16	1	0.0	2147483647	150640000	166890000	191380000	604470000	720720000	588400000	788870000	714760000	753040000				34
O2.UC28-1_GL0036235;MH0430_GL0201396;MH0222_GL0049611;MH0195_GL0106954;MH0189_GL0070591;158337416-stool2_revised_scaffold15553_1_gene76380;MH0002_GL0024118;764325968-stool2_revised_scaffold31702_1_gene74183;679189.HMPREF9019_0076	4	4	2	0.0	131755800	24500000	21838000	40213000	6588400	7600700	9167400	7631300	7668900	6548100				35
N087A_GL0024594;MH0333_GL0058028;T2D-133A_GL0117645;V1.UC46-0_GL0038482;MH0402_GL0084353;765094712-stool1_revised_scaffold5074_1_gene42395;764669880-stool2_revised_scaffold6546_1_gene37881;158337416-stool2_revised_scaffold2119_1_gene130749;DOM025_GL0036729	1	1	1	0.0	43642600	4740700	6924900	5647100	4230000	5398900	4003600	4693600	4285100	3718700				36
SZEY-62A_GL0086079;158337416-stool2_revised_scaffold22689_1_gene15577	1	1	1	0.0	57717100	10269000	19490000	15814000	2390500	2291000	2204900	1269100	2055800	1932800				37
MH0107_GL0028805;T2D-91A_GL0097935;MH0452_GL0173012;O2.UC13-0_GL0048090;V1.FI17_GL0084227;158458797-stool1_revised_C1213734_1_gene85203;V1.UC41-0_GL0018985;V1.UC40-0_GL0018175;V1.CD3-3-PN_GL0051048;V1.CD27-0_GL0114650;O2.UC58-2_GL0128137;O2.UC57-0_GL0066089;O2.UC4-1_GL0051858;O2.UC24-2_GL0020356;O2.UC24-1_GL0114904;MH0458_GL0041337;MH0421_GL0063509;MH0415_GL0238322;MH0415_GL0109245;MH0411_GL0185227;MH0411_GL0082254;MH0407_GL0171824;MH0391_GL0188153;MH0384_GL0027155;MH0376_GL0083847;MH0369_GL0041536;MH0361_GL0174924;MH0357_GL0181600;MH0314_GL0105082;MH0298_GL0073813;MH0298_GL0071598;MH0298_GL0047126;MH0283_GL0059393;MH0267_GL0163910;MH0265_GL0117898;MH0264_GL0094642;MH0261_GL0050800;MH0260_GL0085382;MH0252_GL0157518;MH0243_GL0027702;MH0238_GL0010903;MH0198_GL0126209;MH0192_GL0027914;MH0189_GL0155058;MH0189_GL0038063;MH0181_GL0058041;MH0152_GL0067355;MH0132_GL0104189;MH0101_GL0024579;MH0097_GL0062660;MH0093_GL0017315;MH0083_GL0000181;MH0082_GL0021302;MH0077_GL0017395;MH0047_GL0031845;MH0041_GL0016777;MH0037_GL0042239;MH0036_GL0011811;MH0025_GL0005165;MH0011_GL0045916;MH0011_GL0039768;MH0009_GL0003622;MH0005_GL0012188;MH0004_GL0003956;MH0002_GL0057872;ED16A_GL0075848;DOM022_GL0035636;DLM014_GL0053821;DLM014_GL0037241;DLM007_GL0060925;764588959-stool1_revised_scaffold9830_2_gene144580;638754422-stool1_revised_scaffold23793_1_gene11878;160400887-stool1_revised_C1490230_1_gene105145;159247771-stool1_revised_C684254_1_gene39018;158499257-stool2_revised_scaffold60305_1_gene140058;158499257-stool1_revised_scaffold5006_2_gene163102;158499257-stool1_revised_scaffold31562_1_gene22194;158479027-stool1_revised_scaffold23350_1_gene104171;158458797-stool1_revised_scaffold32265_1_gene64649;158458797-stool1_revised_C1307824_1_gene116465;158458797-stool1_revised_C1247816_1_gene15540;V1.CD44-4_GL0071436;MH0386_GL0150114;V1.UC29-0_GL0015146;MH0127_GL0032942;V1.UC49-0_GL0124830;MH0350_GL0146985;O2.UC60-0_GL0052112;MH0009_GL0057645;T2D-155A_GL0079859;BGI-17A_GL0021331;MH0198_GL0040228;MH0429_GL0045151;MH0355_GL0124041;MH0337_GL0040306;MH0252_GL0059528;MH0116_GL0050204;158499257-stool2_revised_C1307875_1_gene26913;158499257-stool1_revised_C1446578_1_gene16712;158256496-stool1_revised_scaffold13888_1_gene103057	3	1	0	0.0	64861800	9737200	9896600	11429000	5209500	5826600	6130800	5740800	5635700	5255600				38
158458797-stool1_revised_C1233744_1_gene57978	4	3	3	0.0	46352900	7571900	7399100	10283000	3375700	4267900	2517300	3876800	2427400	4633800				39
V1.UC49-0_GL0089585;BGI-28A_GL0033014;O2.UC46-0_GL0012137;N087A_GL0053928;158458797-stool1_revised_C1242910_1_gene95382;O2.UC27-1_GL0037137	2	2	2	0.0	27704900	0	0	0	5184900	4436700	4636700	4380900	3678700	5387000				40
158458797-stool1_revised_C1307400_1_gene61353;158458797-stool1_revised_C1332942_1_gene58696;MH0369_GL0174726;MH0168_GL0033173;MH0082_GL0059603;159166850-stool1_revised_scaffold1049_4_gene83581;MH0384_GL0021078;MH0314_GL0107229;MH0192_GL0176452;MH0175_GL0096114;MH0267_GL0001050;MH0298_GL0124470;MH0158_GL0049567;MH0411_GL0187758;N088A_GL0073360;MH0164_GL0044031;MH0023_GL0005577;MH0261_GL0066636;MH0005_GL0008926;MH0243_GL0081162;V1.CD6-0-PN_GL0132748;MH0386_GL0120311;MH0055_GL0032595;MH0328_GL0144211;MH0175_GL0020960;MH0174_GL0141430;MH0105_GL0035708	5	1	0	0.0	66298800	13128000	7316100	15810000	6669000	6532400	0	5280800	5782800	5779700				41
158458797-stool1_revised_C1314442_1_gene99184	1	1	1	0.0	27256110	6245900	6045800	5890600	2840200	1853800	709010	1717800	1953000	0				42
DOM022_GL0049022;764588959-stool1_revised_scaffold39403_2_gene15445;O2.UC12-1_GL0169613;MH0157_GL0091963;MH0097_GL0091198;MH0096_GL0036966;MH0253_GL0024166;MH0261_GL0035574;159632143-stool1_revised_C951725_1_gene48558;MH0417_GL0126158;MH0037_GL0045428;158458797-stool1_revised_C1330646_1_gene34143;V1.CD6-0-PN_GL0186469;159551223-stool1_revised_C1079925_1_gene55022;V1.UC26-4_GL0027017;O2.UC24-2_GL0022874;MH0386_GL0129997;MH0132_GL0101007;MH0191_GL0050416;158479027-stool1_revised_C744739_1_gene138697;V1.UC41-0_GL0081399;T2D-110A_GL0022225;MH0031_GL0042866;MH0030_GL0025703;V1.FI17_GL0003871;MH0243_GL0113448;MH0187_GL0116766;MH0092_GL0068905;MH0057_GL0041432;679189.HMPREF9019_0136;553171.HMPREF0648_1797;V1.UC14-1_GL0096992;MH0427_GL0009108;MH0357_GL0142355;MH0118_GL0003354;MH0046_GL0033921;158499257-stool1_revised_C1401961_1_gene219447;MH0404_GL0126776;MH0400_GL0132339;DLF006_GL0024152;MH0286_GL0023127;866771.HMPREF9296_2347;MH0189_GL0080362;MH0172_GL0017623;MH0376_GL0074953;MH0323_GL0147298;MH0192_GL0125244;MH0181_GL0084194;MH0152_GL0002274;MH0055_GL0040671;MH0011_GL0028724;ED16A_GL0061695;MH0189_GL0055435;BGI001A_GL0017074;158499257-stool1_revised_scaffold32565_1_gene129315;MH0257_GL0069972;MH0398_GL0078634;MH0245_GL0078138;N038A_GL0013638;158458797-stool1_revised_scaffold32778_2_gene46701;MH0220_GL0088613;MH0090_GL0026249;DLM018_GL0061665;MH0245_GL0132672	2	2	1	0.0	100768000	12469000	12892000	8881200	9289100	10605000	12315000	11676000	9798700	12842000				43
158458797-stool1_revised_C1337342_1_gene82357	2	1	1	0.0	16327800	0	9488000	6154400	0	0	0	685400	0	0				44
158458797-stool1_revised_scaffold25341_1_gene71257;MH0283_GL0001367;MH0376_GL0082266;158479027-stool1_revised_scaffold30048_1_gene70776	1	1	1	0.0	8405200	2799800	1736600	0	1259400	1462500	1146900	0	0	0				45
MH0038_GL0014027;V1.CD38-0_GL0066268;NOF010_GL0003349;MH0267_GL0186684;MH0250_GL0057906;MH0041_GL0000710;MH0003_GL0007264;158458797-stool1_revised_scaffold26316_1_gene22594;MH0193_GL0181560;158479027-stool1_revised_C743713_1_gene100589;763678604-stool1_revised_scaffold63192_1_gene174003;V1.UC57-0_GL0175008;V1.CD16-0_GL0104293;DOM005_GL0042558;MH0152_GL0058020;MH0402_GL0215821;T2D-8A_GL0027755;T2D-110A_GL0062655;MH0351_GL0103816;MH0229_GL0063897;MH0113_GL0068033;T2D-48A_GL0033166;N085A_GL0048641;MH0415_GL0090107;MH0414_GL0017696;MH0061_GL0013966;MH0016_GL0030382;MH0004_GL0000254;765094712-stool1_revised_scaffold6171_1_gene39169;MH0333_GL0045788;MH0329_GL0137652;MH0252_GL0260587;MH0222_GL0158577;MH0101_GL0058765;MH0011_GL0039777;V1.UC59-0_GL0116541;V1.UC41-0_GL0034356;NOF013_GL0028695;N040A_GL0038423;MH0415_GL0044373;MH0376_GL0029748;MH0361_GL0067874;MH0179_GL0051477;MH0097_GL0026958;MH0068_GL0055364;V1.CD3-3-PN_GL0019213;MH0360_GL0044012;MH0309_GL0115157;MH0198_GL0190730;MH0020_GL0039584;SZEY-10A_GL0069296;MH0002_GL0002546;V1.FI14_GL0141739;MH0381_GL0065530;V1.FI17_GL0211289;N087A_GL0100983	2	2	2	0.0	17424500	0	0	0	3710700	2956000	3062900	2728700	2533300	2432900				46
MH0376_GL0134597;ED16A_GL0075877;DLM014_GL0041434;160400887-stool1_revised_C1462352_1_gene234216;158499257-stool1_revised_C1437376_1_gene204114;158499257-stool1_revised_C1420319_1_gene66621;158458797-stool1_revised_scaffold30675_1_gene24420	9	1	1	0.0	305498000	0	43017000	54303000	22159000	15534000	67750000	16223000	69520000	16992000				47
158499257-stool2_revised_C1128949_1_gene98697;158458797-stool1_revised_scaffold33687_1_gene55633;158499257-stool1_revised_scaffold30864_1_gene23526;MH0116_GL0091966;V1.FI07_GL0193606	1	1	1	0.0	8190200	1711700	4008400	2470100	0	0	0	0	0	0				48
V1.CD38-0_GL0047764;MH0109_GL0081274;MH0041_GL0004178;MH0026_GL0042533;158458797-stool1_revised_scaffold7655_1_gene27832;MH0267_GL0121500;MH0013_GL0006138;NLM005_GL0013571;O2.UC28-1_GL0056931;764588959-stool1_revised_scaffold29489_1_gene125235;NOF010_GL0060887;MH0101_GL0066612;MH0054_GL0043013;T2D-135A_GL0070622;MH0274_GL0140855;NOF013_GL0039454;MH0006_GL0102634;T2D-135A_GL0053042;O2.UC12-1_GL0151219;NOF013_GL0033823;MH0028_GL0088427;MH0012_GL0217762;MH0303_GL0089998;BGI-15A_GL0049529;T2D-110A_GL0046131;MH0057_GL0017159;V1.UC41-0_GL0011586;MH0046_GL0001573;DOM005_GL0010497;MH0057_GL0034152;V1.UC26-4_GL0104489;MH0440_GL0040113;MH0011_GL0068255;MH0288_GL0176544;MH0333_GL0055355;MH0351_GL0005190;MH0198_GL0043864;MH0055_GL0010255;O2.UC1-1_GL0140490;MH0407_GL0046785;MH0070_GL0001328;MH0069_GL0064989;MH0006_GL0030947;MH0003_GL0034599;MH0014_GL0065442;T2D-65A_GL0035229;MH0179_GL0034922;V1.UC52-0_GL0141084;MH0011_GL0080003;MH0003_GL0071614;MH0004_GL0017491;MH0414_GL0113811;O2.UC34-0_GL0075864;NOM023_GL0031864;MH0175_GL0041601;160400887-stool1_revised_scaffold34489_1_gene233792;158337416-stool2_revised_C1039648_1_gene15961;V1.UC57-0_GL0145148;DOM022_GL0021012;MH0187_GL0119270;MH0238_GL0180825;MH0175_GL0104493;MH0430_GL0009803;MH0016_GL0081876;O2.UC57-2_GL0043285;O2.UC31-1_GL0064898	12	10	7	0.0	169147000	20432000	19006000	24045000	17914000	16702000	20334000	15756000	17070000	17888000				49
MH0082_GL0031099;158458797-stool1_revised_scaffold9333_3_gene62482	1	1	1	0.0	8128400	0	3627100	4501300	0	0	0	0	0	0				50
158479027-stool1_revised_C759731_1_gene68957;MH0326_GL0203301;V1.CD55-0_GL0254773;159227541-stool3_revised_C716950_1_gene14038;MH0144_GL0172491;158499257-stool2_revised_C1230281_1_gene10592;O2.UC11-1_GL0070052;MH0101_GL0039154;508703490-stool1_revised_scaffold173_1_gene11890;T2D-31A_GL0103486;158337416-stool1_revised_scaffold20746_1_gene190180;NLF007_GL0043744;MH0257_GL0098355;MH0328_GL0044948;763840445-stool2_revised_C863079_1_gene56731;MH0131_GL0097143;MH0200_GL0100392;V1.CD3-0-PN_GL0015300;V1.UC13-3_GL0089192;MH0409_GL0072959;158944319-stool1_revised_C982485_1_gene136715;MH0356_GL0041116;DLM019_GL0055260;NOF008_GL0059451;V1.CD6-0-PT_GL0184298;V1.UC11-5_GL0152480;MH0298_GL0038908;MH0222_GL0181585;160400887-stool1_revised_C1394086_1_gene132151;158256496-stool1_revised_C968935_1_gene158756;MH0301_GL0047550;MH0367_GL0186607;MH0286_GL0077071;O2.UC8-0_GL0003853;MH0429_GL0085065;MH0456_GL0001372;MH0339_GL0175181;MH0437_GL0205223;V1.UC42-0_GL0016292;V1.UC11-5_GL0105468;MH0212_GL0062031;MH0188_GL0129913;O2.UC36-2_GL0106862;MH0197_GL0099682;MH0415_GL0087384;V1.UC55-0_GL0180574;O2.UC8-1_GL0173054;158499257-stool2_revised_scaffold16217_1_gene156248;MH0409_GL0206846;MH0338_GL0002505;MH0318_GL0050103;O2.UC11-2_GL0113908;V1.UC16-0_GL0030742;V1.FI34_GL0062865;N075A_GL0042739;O2.UC48-2_GL0007641;MH0329_GL0170863;MH0257_GL0139651;MH0382_GL0040425;V1.FI05_GL0015533;MH0382_GL0139653;MH0421_GL0126631;MH0238_GL0070505;N083A_GL0003873;MH0358_GL0104876;MH0392_GL0210705;MH0351_GL0079059;V1.CD37-4_GL0090563;MH0262_GL0128547;764143897-stool1_revised_C851712_1_gene114457;MH0343_GL0163305;DOM015_GL0037911;MH0336_GL0117876;764042746-stool2_revised_scaffold26220_2_gene41875;160704339-stool1_revised_C1379451_1_gene54838;MH0206_GL0137183;ED12A_GL0033682;V1.FI17_GL0020313;MH0124_GL0016878;MH0082_GL0059447;V1.CD49-0_GL0006924;MH0188_GL0031782;V1.UC17-2_GL0059484;MH0419_GL0170108;O2.UC38-1_GL0175683;V1.UC10-2_GL0070115;MH0326_GL0162954;MH0361_GL0171956;MH0419_GL0080167;MH0377_GL0175955;V1.UC40-0_GL0057198;V1.UC55-4_GL0082622;158499257-stool2_revised_scaffold41949_1_gene155741;V1.FI14_GL0004572;MH0206_GL0224120;638754422-stool1_revised_C622620_1_gene41504;MH0188_GL0052871;V1.FI14_GL0086558;MH0303_GL0099562;MH0082_GL0068506;V1.CD16-0_GL0011253;O2.UC44-2_GL0068144;MH0441_GL0167036;MH0303_GL0088939;MH0453_GL0119209;O2.UC47-2_GL0020818;MH0186_GL0015398;MH0111_GL0001564;V1.CD3-0-PN_GL0128915;V1.FI25_GL0038619;765701615-stool1_revised_C1289290_1_gene199090;MH0382_GL0043439;MH0262_GL0063439;764143897-stool1_revised_scaffold28645_2_gene151137;O2.UC46-1_GL0097458;MH0419_GL0126768;O2.UC58-0_GL0159816;158458797-stool1_revised_C1276226_1_gene80089;V1.FI32_GL0207182;MH0217_GL0018181;V1.UC50-1_GL0038080;MH0334_GL0000905;MH0040_GL0004116;V1.FI17_GL0089663;V1.UC37-0_GL0002955;MH0328_GL0069012;MH0267_GL0014058;MH0123_GL0025781;O2.UC35-0_GL0100108;MH0447_GL0058742;T2D-51A_GL0095883;158337416-stool1_revised_scaffold27771_1_gene201321;MH0224_GL0032340;O2.UC11-1_GL0006191;160158126-stool2_revised_scaffold34209_1_gene97113;V1.FI36_GL0182121;MH0433_GL0037692;NOM026_GL0002907;MH0369_GL0099902;V1.UC50-1_GL0034513;MH0406_GL0172718;V1.CD16-0_GL0039829;V1.FI17_GL0091182;V1.UC17-2_GL0075562;MH0373_GL0070446;MH0277_GL0017536	46	19	1	0.0	1084059000	180220000	275510000	207580000	67458000	65378000	78245000	74764000	69793000	65111000				51
158479027-stool1_revised_C760055_1_gene32083	11	1	0	0.0	3253300	0	0	0	0	0	0	0	3253300	0				52
158479027-stool1_revised_scaffold27420_2_gene5838	1	1	1	0.0	14684600	0	0	0	0	0	3956500	5692800	5035300	0				53
158479027-stool1_revised_scaffold3294_1_gene90066;O2.UC13-1_GL0152474;160765029-stool1_revised_scaffold20987_1_gene134808;T2D-22A_GL0112518;DOM019_GL0059346	6	3	1	0.0	92357000	0	0	0	11785000	16592000	17454000	15790000	17152000	13584000				54
158479027-stool1_revised_scaffold6858_1_gene87852	3	1	1	0.0	64009300	3957900	6493300	7357300	8125100	6285400	8184400	9326100	7143600	7136200				55
158499257-stool1_revised_C1270094_1_gene50329;MH0287_GL0156097;MH0101_GL0007500;MH0067_GL0046777;MH0379_GL0023385;MH0037_GL0043753;MH0024_GL0030237;MH0011_GL0071819;MH0003_GL0018318;457392.BSHG_03685;T2D-135A_GL0058360;MH0195_GL0177447;MH0374_GL0086347;MH0087_GL0031067;T2D-65A_GL0064683;NLM023_GL0089501;MH0003_GL0106025	1	1	1	0.0	10972800	3513400	2581300	2817900	0	0	0	0	0	2060200				56
SZEY-93A_GL0025584;DLM001_GL0052527;MH0211_GL0075832;158499257-stool1_revised_C1283750_1_gene167047;N038A_GL0004997;158802708-stool2_revised_scaffold15660_1_gene66;T2D-26A_GL0094316;MH0192_GL0002521;MH0025_GL0069135;159551223-stool1_revised_scaffold18346_1_gene102236;MH0443_GL0164363;MH0006_GL0189900;MH0002_GL0070729;SZEY-40A_GL0064064;O2.CD3-0-PT_GL0131240;MH0168_GL0095175;MH0059_GL0094148;MH0448_GL0009386;MH0415_GL0017400;MH0319_GL0168391;MH0147_GL0120435;MH0437_GL0021592;MH0308_GL0117599;158458797-stool1_revised_scaffold33922_3_gene13059;MH0185_GL0085138;MH0083_GL0012258;MH0181_GL0005572;158337416-stool2_revised_scaffold22014_2_gene20890;158458797-stool1_revised_scaffold34834_1_gene91617;O2.UC24-1_GL0077257;158499257-stool2_revised_C1285259_1_gene117705;158458797-stool1_revised_C1210990_1_gene45712;MH0189_GL0078102;O2.UC32-1_GL0185325;SZEY-66A_GL0041941;MH0161_GL0087983;MH0421_GL0026521;158499257-stool2_revised_scaffold52744_1_gene180678;V1.FI17_GL0102357;MH0411_GL0040778;MH0077_GL0055593;MH0411_GL0212712;T2D-70A_GL0164715;MH0243_GL0038287;V1.UC37-0_GL0062648;MH0452_GL0118786;MH0183_GL0142682;MH0398_GL0081720;MH0096_GL0017833;MH0361_GL0175961;MH0429_GL0006853;MH0435_GL0038134;MH0376_GL0115623;158479027-stool1_revised_scaffold24671_1_gene122886;158499257-stool1_revised_C1417467_1_gene227996;MH0386_GL0082415;T2D-22A_GL0139261;158499257-stool1_revised_scaffold31902_1_gene112655;MH0453_GL0173702;MH0391_GL0036498;MH0336_GL0140812;MH0016_GL0056870;MH0012_GL0016658;764487809-stool1_revised_scaffold37879_1_gene68868;N038A_GL0106833;MH0458_GL0016317;MH0355_GL0215778;MH0338_GL0119202;MH0250_GL0100617;MH0220_GL0036227;MH0198_GL0077517;MH0181_GL0049685;MH0090_GL0112744;MH0011_GL0079700;MH0006_GL0216304;MH0005_GL0001692;ED16A_GL0059852;638754422-stool1_revised_C697856_1_gene76124;160400887-stool1_revised_C1536505_1_gene12737;159207311-stool1_revised_scaffold38900_2_gene10675;158499257-stool2_revised_scaffold72157_1_gene138889;V1.FI07_GL0191367;V1.FI04_GL0204826;V1.CD3-3-PN_GL0034409;T2D-135A_GL0119384;SZEY-93A_GL0043416;O2.UC24-2_GL0114026;O2.UC24-2_GL0103108;MH0457_GL0294621;MH0430_GL0052486;MH0337_GL0005829;MH0252_GL0161814;MH0243_GL0110053;MH0229_GL0073950;MH0200_GL0110448;MH0192_GL0177083;MH0187_GL0023026;MH0152_GL0042760;MH0141_GL0125281;MH0097_GL0091235;MH0060_GL0071010;MH0020_GL0044570;MH0011_GL0067927;ED13A_GL0043153;160765029-stool1_revised_C1118897_1_gene28979;160400887-stool1_revised_scaffold28752_1_gene27821;158479027-stool1_revised_scaffold30200_2_gene25409;V1.UC40-1_GL0066634;V1.FI05_GL0067725;V1.CD15-3_GL0004648;O2.UC37-1_GL0035063;MH0410_GL0173115;MH0369_GL0008275;MH0367_GL0125748;MH0337_GL0038560;MH0267_GL0215022;MH0257_GL0068671;MH0243_GL0107406;MH0189_GL0031741;MH0145_GL0109621;MH0141_GL0078283;MH0092_GL0018503;MH0066_GL0000579;MH0012_GL0004775;MH0006_GL0046071;765560005-stool1_revised_scaffold22847_1_gene1896;763840445-stool1_revised_scaffold2704_1_gene87891;160765029-stool1_revised_C1110679_1_gene82744;160502038-stool1_revised_C1083802_1_gene130325;158499257-stool2_revised_scaffold69410_1_gene164817;158458797-stool1_revised_scaffold32031_1_gene42548;O2.UC24-2_GL0083239;MH0359_GL0142128;MH0152_GL0067608;MH0057_GL0042788;553171.HMPREF0648_0438;MH0358_GL0046237;MH0187_GL0096789;MH0023_GL0003100;V1.CD6-0-PN_GL0049689;159632143-stool1_revised_C951365_1_gene125705;N075A_GL0098525;MH0261_GL0025024;MH0262_GL0162562;DLM014_GL0052536;MH0158_GL0020912;MH0175_GL0017515;MH0006_GL0090166;MH0402_GL0198201;MH0006_GL0191891;V1.FI32_GL0112629;MH0431_GL0038339;MH0376_GL0095032	2	1	1	0.0	21611800	0	0	0	2481100	3961400	3340500	3110800	6236400	2481600				57
V1.UC9-0_GL0022372;159268001-stool2_revised_scaffold23552_2_gene162533;764447348-stool2_revised_scaffold5453_1_gene91577;160178356-stool1_revised_scaffold12568_1_gene40468;158499257-stool1_revised_C1307491_1_gene174035;V1.UC60-0_GL0166734;MH0100_GL0057200;O2.UC9-2_GL0126626;O2.UC14-1_GL0036293;O2.UC12-1_GL0169717;MH0374_GL0209504;MH0188_GL0079181;O2.UC44-1_GL0199438;V1.UC38-4_GL0015666;V1.UC35-4_GL0160742;763982056-stool1_revised_scaffold29744_1_gene31477;V1.UC21-4_GL0141680;MH0382_GL0154085;MH0338_GL0108402;MH0239_GL0023136;411467.BACCAP_03475;160502038-stool1_revised_scaffold22514_1_gene145056;O2.UC53-0_GL0091536;O2.UC22-2_GL0116106;MH0318_GL0029257;V1.FI02_GL0090108;T2D-25A_GL0052236	2	1	0	0.0	19800820	697020	635860	406940	3041000	3368800	2187800	2137400	3902400	3423600				58
158499257-stool1_revised_C1329999_1_gene226745	11	1	1	0.0	3890500	0	3890500	0	0	0	0	0	0	0				59
V1.FI07_GL0187669;MH0280_GL0029005;V1.CD19-0_GL0041547;V1.UC38-4_GL0136878;MH0339_GL0181067;763901136-stool1_revised_C989652_1_gene162461;O2.UC35-2_GL0045561;763678604-stool1_revised_scaffold31726_2_gene46731;O2.UC8-0_GL0115208;MH0290_GL0053822;NOM020_GL0024263;V1.UC34-0_GL0130536;MH0316_GL0019923;158499257-stool1_revised_C1365280_1_gene8442;T2D-102A_GL0029030;MH0141_GL0123740;MH0457_GL0168293;MH0244_GL0129270;MH0060_GL0072985;SZEY-104A_GL0024552;NLM031_GL0031896;MH0356_GL0054617;MH0234_GL0118557;T2D-11A_GL0074026;MH0113_GL0073850;MH0010_GL0041010;V1.UC5-3_GL0012554;MH0332_GL0082882;T2D-140A_GL0080261;V1.FI15_GL0150672;T2D-87A_GL0044787	2	2	2	0.0	21273700	0	1462100	0	5277000	5823700	2757600	3829800	0	2123500				60
158499257-stool1_revised_C1407503_1_gene69174	4	1	1	0.0	84086000	0	0	0	13423000	13812000	13657000	11282000	11968000	19944000				61
MH0339_GL0057336;MH0132_GL0057568;MH0120_GL0041400;MH0189_GL0115532;158499257-stool1_revised_C1448272_1_gene206784;MH0437_GL0152984;MH0303_GL0196788;MH0124_GL0110507;MH0040_GL0059357;MH0172_GL0123924;MH0391_GL0150619;158458797-stool1_revised_scaffold22216_1_gene78460;MH0308_GL0056222;MH0187_GL0144597;MH0355_GL0006826;O2.CD1-0-PT_GL0034573;O2.UC1-0_GL0001021;V1.CD44-0_GL0083181;DLM014_GL0040895;MH0252_GL0163223;MH0337_GL0098720	3	1	0	0.0	52060900	7433600	5145000	7779200	4959600	4753400	4851400	7332500	4584800	5221400				62
158499257-stool1_revised_C1452272_1_gene17646	3	1	1	0.0	33359700	4380700	4479800	2686600	0	7285900	7060000	0	7466700	0				63
MH0040_GL0011827;158499257-stool1_revised_C1457884_1_gene131587;MH0329_GL0113997	2	1	1	0.0	0	0	0	0	0	0	0	0	0	0				64
158499257-stool1_revised_C1460346_1_gene209935	8	2	0	0.0	696964000	142290000	120440000	194930000	38816000	41245000	38308000	39594000	39822000	41519000				65
158499257-stool1_revised_scaffold11271_1_gene117284;MH0257_GL0039373;V1.FI07_GL0143917;MH0308_GL0194164;V1.UC40-1_GL0081359;MH0367_GL0081104;MH0355_GL0224808;MH0198_GL0095209;MH0145_GL0142204;638754422-stool1_revised_scaffold25799_1_gene24776;MH0342_GL0117256;MH0192_GL0038137;MH0252_GL0164557;MH0298_GL0125086;MH0077_GL0027372;158458797-stool1_revised_scaffold9121_1_gene70487;MH0082_GL0016854;O2.UC28-1_GL0156432;MH0458_GL0058516	6	1	1	0.0	9485300	0	0	0	0	5938600	0	0	3546700	0				66
O2.UC28-1_GL0212976;MH0437_GL0089638;MH0363_GL0009448;MH0337_GL0098734;MH0267_GL0163935;MH0198_GL0126184;MH0170_GL0057372;MH0116_GL0038508;158499257-stool2_revised_scaffold52804_1_gene118131;158499257-stool1_revised_scaffold13089_1_gene220474;MH0198_GL0114649	4	1	1	0.0	16261400	7390100	2615600	5064400	0	0	1191300	0	0	0				67
158499257-stool1_revised_scaffold13831_1_gene113233;MH0189_GL0160135;MH0049_GL0000726;MH0400_GL0115268;MH0165_GL0060409;V1.UC14-1_GL0056412;MH0118_GL0113847;MH0069_GL0074908;T2D-63A_GL0066740;MH0052_GL0020556;MH0187_GL0107903;SZEY-68A_GL0030376;MH0030_GL0010328;MH0189_GL0034709;MH0090_GL0016218;MH0152_GL0032169;638754422-stool1_revised_scaffold24795_1_gene77703;MH0163_GL0047394;MH0144_GL0024184;158499257-stool2_revised_scaffold72308_1_gene56311;MH0398_GL0060388;MH0185_GL0069722;158499257-stool2_revised_scaffold19517_1_gene216764;MH0458_GL0170820;MH0367_GL0113244;MH0145_GL0090532;158499257-stool2_revised_scaffold2035_1_gene175138;MH0369_GL0051192;V1.UC40-0_GL0158453;MH0198_GL0110277	27	27	1	0.0	2147483647	1537300000	980540000	1498100000	122330000	136240000	124960000	125180000	148750000	142590000				68
O2.UC60-0_GL0092705;MH0437_GL0251504;158499257-stool1_revised_scaffold17213_1_gene229732;N026A_GL0031212	1	1	1	0.0	18104600	0	0	0	0	3845600	3041900	3920200	3746000	3550900				69
158499257-stool1_revised_scaffold19051_1_gene37908	3	1	1	0.0	44642000	0	0	0	18797000	12773000	13072000	0	0	0				70
T2D-135A_GL0075846;NOF013_GL0033850;158499257-stool1_revised_scaffold23406_1_gene204016;MH0192_GL0146608;MH0046_GL0024383	2	2	1	0.0	20484500	0	1553700	0	3517200	2794700	3025000	3366000	2787700	3440200				71
158499257-stool1_revised_scaffold26199_1_gene150094	3	2	2	0.0	77601300	15185000	13679000	16543000	5178100	6286200	4824400	4518200	5960900	5426500				72
